game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,result,total,overtime,old_game_id,gsis,nfl_detail_id,pfr,pff,espn,ftn,away_rest,home_rest,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,div_game,roof,surface,temp,wind,away_qb_id,home_qb_id,away_qb_name,home_qb_name,away_coach,home_coach,referee,stadium_id,stadium,daysUntil
2025_03_MIA_BUF,2025,REG,3,2025-09-18,Thursday,20:15,MIA,NA,BUF,NA,Home,NA,NA,NA,2025091800,NA,NA,202509180buf,28450,401772937,6766,4,4,575,-850,12.5,-110,-110,49.5,-108,-112,1,outdoors,a_turf,NA,NA,00-0036212,00-0034857,Tua Tagovailoa,Josh Allen,Mike McDaniel,Sean McDermott,NA,BUF00,New Era Field,0
