game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,result,total,overtime,old_game_id,gsis,nfl_detail_id,pfr,pff,espn,ftn,away_rest,home_rest,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,div_game,roof,surface,temp,wind,away_qb_id,home_qb_id,away_qb_name,home_qb_name,away_coach,home_coach,referee,stadium_id,stadium,daysUntil
2025_01_CAR_JAX,2025,REG,1,2025-09-07,Sunday,13:00,CAR,NA,JAX,NA,Home,NA,NA,NA,2025090703,59848,NA,202509070jax,28423,401772828,6739,7,7,160,-192,3.5,-115,-105,46.5,-105,-115,0,outdoors,grass,NA,NA,00-0039150,00-0036971,Bryce Young,Trevor Lawrence,Dave Canales,Liam Coen,NA,JAX00,TIAA Bank Stadium,1
