T-minus,Name,Status,Window (UTC),Window (ET),Provider,Pad,Mission,Image
1d 18h 54m 38s,Falcon 9 Block 5 | Project Starfall Demonstration Mission,Go for Launch,2026-06-23 10:43:00 UTC,"Tuesday, June 23 2026 at 06:43 AM EDT",SpaceX,"Space Launch Complex 40 (Cape Canaveral SFS, FL, USA)","Note: Mission profile and payload details are TBD.

Demonstration mission for SpaceX’s Project Starfall, which aims to mass-produce reentry capsules designed to autonomously transport valuable customer experiments and other payloads safely back from space to Earth, including for in-orbit manufacturing. 

Starfall is a cylindrical shaped capsule approximately 0.75 meters tall with a diameter of 3.1 meters, weighing approximately 2100 kilograms, and capable of carrying 1000 kilograms of payload. It is designed to be carried on Starship flights.","{'id': 2283, 'name': 'Falcon 9 liftoff from LC-39A (Sirius XM-9)', 'image_url': 'https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/falcon_9_liftof_image_20241206131356.jpg', 'thumbnail_url': 'https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/falcon_9_liftof_image_thumbnail_20241206131357.jpeg', 'credit': 'SpaceX', 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}"
