game_id,opponent,player_id,season,team,week,stat_gms_active,stat_pos_rank_half_ppr,stat_pos_rank_ppr,stat_pos_rank_std,stat_bonus_fd_wr,stat_bonus_rec_wr,stat_gp,stat_gs,stat_pts_half_ppr,stat_pts_ppr,stat_pts_std,stat_rec,stat_rec_10_19,stat_rec_5_9,stat_rec_air_yd,stat_rec_fd,stat_rec_lng,stat_rec_tgt,stat_rec_yar,stat_rec_yd,stat_rec_ypr,stat_rec_ypt,stat_rush_rec_yd,stat_bonus_fd_te,stat_bonus_rec_te,stat_bonus_rec_rb,stat_fum,stat_fum_lost,stat_pass_rush_yd,stat_rec_0_4,stat_rush_att,stat_rush_lng,stat_rush_yd,stat_rush_ypa,stat_fga,stat_fgm,stat_fgm_30_39,stat_fgm_50_59,stat_fgm_50p,stat_fgm_lng,stat_fgm_pct,stat_fgm_yds,stat_fgm_yds_over_30,stat_kick_pts,stat_xpa,stat_xpm,stat_rush_td_lng,stat_pass_int,stat_pass_air_yd,stat_pass_sack_yds,stat_rush_td,stat_pass_ypc,stat_pass_lng,stat_pass_rtg,stat_rush_fd,stat_pass_int_td,stat_pass_att,stat_pass_rz_att,stat_pass_sack,stat_pass_cmp,stat_cmp_pct,stat_pass_ypa,stat_pass_fd,stat_pass_yd,stat_rush_rz_att,stat_pass_td,stat_anytime_tds,stat_bonus_fd_qb,stat_pass_td_lng,stat_pass_inc,stat_rec_rz_tgt,stat_tm_def_snp,stat_tm_st_snp,stat_tm_off_snp,stat_off_snp,stat_rush_yac,stat_kr_lng,stat_pr,stat_rec_20_29,stat_idp_tkl,stat_kr_ypa,stat_idp_tkl_solo,stat_kr,stat_kr_yd,stat_pr_ypa,stat_pts_idp,stat_pr_lng,stat_pr_yd,stat_sack,stat_qb_hit,stat_def_forced_punts,stat_def_pr_yd,stat_penalty,stat_tkl_ast,stat_def_kr_yd,stat_pts_allow,stat_def_pr,stat_fan_pts_allow_k,stat_def_st_tkl_solo,stat_def_pr_ypa,stat_ff,stat_def_kr_ypa,stat_yds_allow_200_299,stat_pts_allow_14_20,stat_def_pr_lng,stat_int,stat_tkl_solo_misc,stat_yds_allow,stat_fan_pts_allow_def,stat_def_kr,stat_def_kr_lng,stat_penalty_yd,stat_def_3_and_out,stat_fan_pts_allow_qb,stat_fan_pts_allow_wr,stat_tkl_loss,stat_def_pass_def,stat_fan_pts_allow_te,stat_tkl,stat_tkl_solo,stat_fan_pts_allow,stat_td,stat_fan_pts_allow_rb,stat_bonus_rush_rec_yd_100,stat_rush_tkl_loss_yd,stat_bonus_rush_att_20,stat_bonus_fd_rb,stat_rush_tkl_loss,stat_bonus_rush_yd_100,stat_rec_30_39,stat_rec_td,stat_rec_td_lng,stat_bonus_rec_yd_100,stat_first_td,stat_rec_40p,stat_pass_cmp_40p,stat_fgm_20_29,stat_fgm_40_49,stat_fgmiss,stat_fgmiss_50_59,stat_fgmiss_50p,stat_rec_td_40p,stat_sack_yd,stat_def_st_fum_rec,stat_blk_kick,stat_fgm_60p,stat_fg_blkd,stat_pts_allow_21_27,stat_bonus_pass_cmp_25,stat_bonus_pass_yd_300,stat_yds_allow_350_399,stat_int_ret_yd,stat_fum_rec,stat_def_4_and_stop,stat_def_st_ff,stat_st_td,stat_st_tkl_solo,stat_pts_allow_1_6,stat_yds_allow_300_349,stat_fum_ret_yd,stat_bonus_pass_yd_400,stat_pass_2pt,stat_pass_td_40p,stat_fgmiss_40_49,stat_rec_drop,stat_rush_btkl,stat_fgm_0_19,stat_pass_td_50p,stat_rec_2pt,stat_pts_allow_28_34,stat_pts_allow_7_13
202510923,SF,12481,2025,NYG,9,1.0,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510904,KC,11637,2025,BUF,9,1.0,62.0,62.0,66.0,1.0,2.0,1.0,1.0,2.7,3.7,1.7,2.0,1.0,1.0,10.0,1.0,11.0,2.0,7.0,17.0,8.5,8.5,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510921,ATL,3214,2025,NE,9,1.0,20.0,18.0,20.0,,,1.0,1.0,7.1,9.1,5.1,4.0,3.0,1.0,24.0,4.0,17.0,6.0,27.0,51.0,12.75,8.5,51.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510932,LAR,4035,2025,NO,9,1.0,61.0,57.0,62.0,,,1.0,1.0,0.2,0.7,-0.3,1.0,,,-6.0,,3.0,3.0,9.0,3.0,3.0,1.0,17.0,,,1.0,1.0,1.0,14.0,1.0,6.0,3.0,14.0,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510923,NYG,5189,2025,SF,9,1.0,999.0,999.0,999.0,,,1.0,,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,54.0,100.0,87.0,27.0,10.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510934,TEN,6797,2025,LAC,9,1.0,4.0,4.0,4.0,,,1.0,1.0,28.7,28.7,28.7,,,,,,,,,,,,57.0,,,,,,307.0,,9.0,29.0,57.0,6.33,,,,,,,,,,,,,1.0,1.0,146.0,38.0,1.0,13.16,34.0,101.2,5.0,1.0,29.0,5.0,6.0,19.0,65.52,8.62,10.0,250.0,3.0,2.0,1.0,15.0,19.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510911,MIN,7547,2025,DET,9,1.0,15.0,10.0,21.0,2.0,9.0,1.0,1.0,14.2,18.7,9.7,9.0,3.0,5.0,75.0,2.0,19.0,13.0,22.0,97.0,10.78,7.46,97.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510919,MIA,4881,2025,BAL,9,1.0,9.0,9.0,9.0,,,1.0,1.0,25.56,25.56,25.56,,,,,,,,,,,,14.0,,,,,,218.0,,5.0,13.0,14.0,2.8,,,,,,,,,,,,,,,113.0,16.0,,11.33,39.0,143.2,1.0,,23.0,5.0,2.0,18.0,78.26,8.87,7.0,204.0,,4.0,,8.0,20.0,5.0,,64.0,24.0,56.0,56.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510932,LAR,8676,2025,NO,9,1.0,28.0,28.0,31.0,3.0,5.0,1.0,1.0,9.3,11.8,6.8,5.0,2.0,2.0,56.0,3.0,26.0,9.0,12.0,68.0,13.6,7.56,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,29.0,1.0,1.0,1.0,29.0,1.0,1.0,29.0,9.0,2.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510912,CAR,GB,2025,GB,9,,999.0,999.0,999.0,,,1.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,6.0,7.0,44.0,68.0,16.0,2.0,4.0,2.0,3.0,1.0,22.67,1.0,1.0,6.0,1.0,1.0,265.0,10.0,3.0,33.0,42.0,1.0,3.98,17.3,1.0,1.0,1.5,66.0,22.0,56.58,1.0,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510925,LV,7543,2025,JAX,9,1.0,10.0,12.0,13.0,,,1.0,1.0,14.0,16.5,11.5,5.0,1.0,1.0,-2.0,1.0,16.0,5.0,33.0,31.0,6.2,6.2,115.0,,,5.0,1.0,,84.0,3.0,22.0,20.0,84.0,3.82,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-6.0,1.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510932,NO,8150,2025,LAR,9,1.0,6.0,8.0,4.0,,,1.0,1.0,17.4,17.4,17.4,,,,,,,,,,,,114.0,,,,,,114.0,,25.0,15.0,114.0,4.56,,,,,,,,,,,,,1.0,,,,1.0,,,,8.0,,,,,,,,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-5.0,1.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510911,MIN,8148,2025,DET,9,1.0,13.0,18.0,11.0,2.0,4.0,1.0,1.0,14.6,16.6,12.6,4.0,2.0,,44.0,2.0,37.0,6.0,22.0,66.0,16.5,11.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,1.0,1.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510904,KC,10236,2025,BUF,9,1.0,3.0,3.0,3.0,,,1.0,,19.1,22.1,16.1,6.0,1.0,3.0,48.0,3.0,47.0,6.0,53.0,101.0,16.83,16.83,101.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,23.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510921,ATL,11564,2025,NE,9,1.0,15.0,15.0,15.0,,,1.0,1.0,17.36,17.36,17.36,,,,,,,,,,,,20.0,,,,2.0,1.0,279.0,,8.0,12.0,20.0,2.5,,,,,,,,,,,,,,1.0,148.0,38.0,,13.63,58.0,102.5,2.0,,29.0,5.0,6.0,19.0,65.52,8.93,12.0,259.0,1.0,2.0,,14.0,17.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510925,LV,11631,2025,JAX,9,1.0,40.0,41.0,41.0,2.0,3.0,1.0,1.0,7.0,8.5,5.5,3.0,2.0,,30.0,2.0,34.0,5.0,25.0,55.0,18.33,11.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510913,DEN,12474,2025,HOU,9,1.0,42.0,44.0,41.0,,,1.0,,2.7,2.7,2.7,,,,,,,3.0,,,,,27.0,,,,,,27.0,,10.0,7.0,27.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510904,BUF,10229,2025,KC,9,1.0,9.0,11.0,8.0,5.0,4.0,1.0,1.0,16.6,18.6,14.6,4.0,,1.0,54.0,4.0,29.0,7.0,26.0,80.0,20.0,11.43,86.0,,,,,,6.0,,2.0,3.0,6.0,3.0,,,,,,,,,,,,,3.0,,,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510925,LV,12530,2025,JAX,9,1.0,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510925,JAX,10213,2025,LV,9,1.0,49.0,48.0,50.0,2.0,3.0,1.0,1.0,5.3,6.8,3.8,3.0,1.0,1.0,19.0,2.0,22.0,4.0,19.0,38.0,12.67,9.5,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510913,DEN,3451,2025,HOU,9,1.0,999.0,999.0,999.0,,,1.0,,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.0,1.0,,,41.0,83.33,183.0,40.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510913,HOU,12489,2025,DEN,9,1.0,9.0,11.0,11.0,,,1.0,,14.1,16.6,11.6,5.0,1.0,1.0,7.0,1.0,27.0,5.0,44.0,51.0,10.2,10.2,56.0,,,5.0,,,5.0,2.0,2.0,3.0,5.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,28.0,,1.0,,27.0,,2.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510912,CAR,12501,2025,GB,9,1.0,74.0,69.0,75.0,,2.0,1.0,,1.9,2.9,0.9,2.0,,1.0,,,6.0,3.0,9.0,9.0,4.5,3.0,9.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510925,LV,9487,2025,JAX,9,1.0,19.0,16.0,24.0,4.0,8.0,1.0,,13.0,17.0,9.0,8.0,3.0,4.0,80.0,4.0,22.0,9.0,10.0,90.0,11.25,10.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,4.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510919,MIA,9997,2025,BAL,9,1.0,30.0,29.0,33.0,2.0,5.0,1.0,1.0,8.9,11.4,6.4,5.0,1.0,2.0,36.0,2.0,39.0,5.0,28.0,64.0,12.8,12.8,64.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,64.0,24.0,56.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510907,CHI,9224,2025,CIN,9,1.0,8.0,6.0,15.0,,,1.0,1.0,15.2,19.2,11.2,8.0,3.0,2.0,5.0,4.0,21.0,14.0,70.0,75.0,9.38,5.36,112.0,,,8.0,,,37.0,2.0,11.0,12.0,37.0,3.36,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-2.0,,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510925,LV,9480,2025,JAX,9,1.0,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510911,MIN,10859,2025,DET,9,1.0,4.0,4.0,4.0,,,1.0,1.0,18.7,21.7,15.7,6.0,3.0,2.0,40.0,3.0,40.0,8.0,57.0,97.0,16.17,12.13,97.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,1.0,40.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510907,CIN,11620,2025,CHI,9,1.0,999.0,999.0,999.0,,,1.0,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510934,TEN,11647,2025,LAC,9,1.0,41.0,42.0,39.0,,,1.0,1.0,3.0,3.0,3.0,,,,,,,1.0,,,,,30.0,,,,1.0,,30.0,,12.0,7.0,30.0,2.5,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510913,DEN,HOU,2025,HOU,9,,999.0,999.0,999.0,,,1.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,8.0,62.0,4.0,28.0,85.0,18.0,4.0,3.0,2.0,15.5,,28.33,1.0,1.0,45.0,1.0,,271.0,4.0,3.0,36.0,29.0,5.0,19.52,22.9,4.0,7.0,4.5,54.0,26.0,76.02,,26.1,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
202510935,WAS,9753,2025,SEA,9,1.0,34.0,35.0,32.0,,,1.0,,5.1,5.6,4.6,1.0,,,5.0,1.0,21.0,1.0,16.0,21.0,21.0,21.0,46.0,,,1.0,,,25.0,,8.0,9.0,25.0,3.13,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510934,TEN,12507,2025,LAC,9,1.0,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510925,LV,11786,2025,JAX,9,1.0,999.0,999.0,999.0,,,1.0,,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,,1.0,68.0,100.0,149.0,59.0,12.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
202510904,KC,4984,2025,BUF,9,1.0,3.0,3.0,3.0,,,1.0,1.0,28.82,28.82,28.82,,,,,,,,,,,,19.0,,,,,,292.0,,6.0,11.0,19.0,3.17,,,,,,,,,,,,,1.0,,104.0,10.0,2.0,11.87,47.0,123.2,2.0,,26.0,,3.0,23.0,88.46,10.5,12.0,273.0,2.0,1.0,2.0,14.0,23.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510907,CHI,4147,2025,CIN,9,1.0,59.0,60.0,57.0,,,1.0,,0.5,0.5,0.5,,,,,,,,,,,,5.0,,,,,,5.0,,1.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,31.5,,2.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510934,TEN,9754,2025,LAC,9,1.0,18.0,21.0,16.0,1.0,4.0,1.0,1.0,13.3,15.3,11.3,4.0,1.0,2.0,42.0,1.0,23.0,5.0,11.0,53.0,13.25,10.6,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510911,MIN,DET,2025,DET,9,,999.0,999.0,999.0,,,1.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,9.0,4.0,15.0,10.0,19.0,170.0,27.0,2.0,11.0,3.0,7.5,,28.33,1.0,,13.0,1.0,1.0,258.0,10.0,6.0,39.0,76.0,2.0,19.92,27.7,7.0,3.0,9.1,51.0,32.0,84.22,3.0,16.5,,,,,,,,,,,,,,,,,,,,27.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
202510925,JAX,12527,2025,LV,9,1.0,5.0,5.0,6.0,,,1.0,1.0,17.4,19.9,14.9,5.0,3.0,1.0,-19.0,2.0,15.0,5.0,66.0,47.0,9.4,9.4,89.0,,,5.0,,,42.0,1.0,13.0,13.0,42.0,3.23,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,,5.0,3.0,,,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510923,NYG,4454,2025,SF,9,1.0,54.0,56.0,51.0,2.0,2.0,1.0,1.0,4.4,5.4,3.4,2.0,1.0,,30.0,2.0,21.0,2.0,4.0,34.0,17.0,17.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510923,NYG,4217,2025,SF,9,1.0,28.0,26.0,30.0,,,1.0,1.0,4.9,6.9,2.9,4.0,2.0,1.0,21.0,2.0,11.0,4.0,11.0,32.0,8.0,8.0,29.0,2.0,4.0,,,,-3.0,1.0,1.0,-3.0,-3.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510928,PIT,5870,2025,IND,9,1.0,16.0,16.0,16.0,,,1.0,1.0,17.08,17.08,17.08,,,,,,,,,,,,4.0,,,,3.0,2.0,346.0,,3.0,2.0,4.0,1.33,,,,,,,,,,,,,1.0,3.0,254.0,29.0,1.0,11.03,36.0,63.9,1.0,,50.0,7.0,5.0,31.0,62.0,6.84,16.0,342.0,1.0,1.0,1.0,17.0,,19.0,,,,,,,,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
202510907,CHI,7564,2025,CIN,9,1.0,16.0,15.0,17.0,6.0,6.0,1.0,1.0,14.1,17.1,11.1,6.0,3.0,1.0,63.0,6.0,36.0,8.0,48.0,111.0,18.5,13.88,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202510907,CHI,7839,2025,CIN,9,1.0,999.0,999.0,999.0,,,1.0,,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,,,41.0,66.67,74.0,14.0,10.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
