date,equity_A,equity_B,equity_C,bear_exit,bnh
2025-08-11,1.070677173110858,1.0653634717568972,1.0653634717568972,1.0742190409113637,1.076036866359447
2025-08-12,1.0821405261420234,1.0767699329106115,1.0767699329106115,1.085720315439323,1.0875576036866361
2025-08-13,1.0859276783286156,1.0805382897065787,1.0805382897065787,1.0895199957648554,1.091363713944359
2025-08-14,1.0860125920547727,1.0806227820114214,1.0806227820114214,1.089605190390989,1.0914490527393754
2025-08-15,1.083499145760532,1.0781218097880885,1.0781218097880885,1.087083429457451,1.0889230244068955
2025-08-18,1.083210439091599,1.0778345359516248,1.0778345359516248,1.0867937677285988,1.0886328725038403
2025-08-19,1.0773174264963181,1.0719707699955672,1.0719707699955672,1.0808812606749665,1.082710360129715
2025-08-20,1.0744473425522187,1.0691149300918965,1.0691149300918965,1.07800168231167,1.079825908858167
2025-08-21,1.0702526044800742,1.0649410102326855,1.0649410102326855,1.0737930677806984,1.075610172384366
2025-08-22,1.0865730226474073,1.0811804312233806,1.0811804312233806,1.0901674749234664,1.0920122887864823
2025-08-25,1.0818688022183216,1.0764995575351157,1.0764995575351157,1.0854476926356966,1.087284519542584
2025-08-26,1.0863352642141684,1.080943852769822,1.080943852769822,1.089928929970294,1.0917733401604368
2025-08-27,1.088848710508409,1.083444824993155,1.083444824993155,1.0924506909038316,1.094299368492917
2025-08-28,1.0926698281854643,1.0872469787110597,1.0872469787110597,1.096284449079818,1.0981396142686466
2025-08-29,1.0861824195070862,1.080791766621106,1.080791766621106,1.0897755796432549,1.091619730329408
2025-09-02,1.0782175119935802,1.0728663884268956,1.0728663884268956,1.0817843237119764,1.083614951356887
2025-09-03,1.0838388006651591,1.078459779007458,1.078459779007458,1.0874242079619831,1.0892643795869603
2025-09-04,1.092839655637778,1.0874159633207445,1.0874159633207445,1.0964548383320842,1.098310291858679
2025-09-05,1.0898506924770592,1.0844418341902944,1.0844418341902944,1.0934559874922014,1.0953063662741083
2025-09-08,1.092516983478382,1.0870948925623436,1.0870948925623436,1.0961310987527786,1.0979860044376173
2025-09-09,1.0950983607535483,1.0896634586295502,1.0896634586295502,1.0987210153872229,1.1005803038061104
2025-09-10,1.0982911168570433,1.092840369291622,1.092840369291622,1.1019243333298248,1.10378904249872
2025-09-11,1.1073599028105874,1.1018641474487822,1.1018641474487822,1.111023119400832,1.1129032258064515
2025-09-12,1.1070372306511918,1.1015430766903813,1.1015430766903813,1.1106993798215266,1.1125789383853901
2025-09-15,1.112811364029853,1.1072885534196595,1.1072885534196595,1.1164926143985725,1.1183819764464926
2025-09-16,1.1112659342137996,1.1057507934715294,1.1057507934715294,1.1149420722029515,1.1168288103771975
2025-09-17,1.1099922283214478,1.1044834088988942,1.1044834088988942,1.113664152810956,1.1155487284519543
2025-09-18,1.1152229138527054,1.1096881348771814,1.1096881348771814,1.1189121417807504,1.120805598224953
2025-09-19,1.1206064440910453,1.1150449470041852,1.1150449470041852,1.1243134810775846,1.1262160778289811
2025-09-22,1.125871095112766,1.1202834699044095,1.1202834699044095,1.1295955478978326,1.1315070831199865
2025-09-23,1.11991015153656,1.1143521101044782,1.1143521101044782,1.123614885143294,1.1255162997098482
2025-09-24,1.1162248958213554,1.110685144074321,1.110685144074321,1.1199174383691202,1.1218125960061445
2025-09-25,1.110994210290098,1.1054804180960338,1.1054804180960338,1.1146694493993257,1.1165557262331458
2025-09-26,1.1174136879875505,1.1118680363421138,1.1118680363421138,1.121110163134983,1.1230073391363715
2025-09-29,1.1205554958553514,1.11499425162128,1.11499425162128,1.124262364301905,1.1261648745519715
2025-09-30,1.124784199417959,1.1192019684024275,1.1192019684024275,1.1285050566833297,1.1304147465437788
2025-10-01,1.128826092783022,1.1232238021129224,1.1232238021129224,1.132560320887262,1.1344768731865507
2025-10-02,1.1299469539682914,1.124339100536841,1.124339100536841,1.1336848899522178,1.1356033452807648
2025-10-03,1.1299639367135228,1.1243559989978098,1.1243559989978098,1.1337019288774446,1.135620413039768
2025-10-06,1.1340397955690482,1.128411629630241,1.128411629630241,1.1377912709318296,1.139716675200546
2025-10-07,1.1298790229873659,1.1242715066929672,1.1242715066929672,1.1336167342513113,1.1355350742447516
2025-10-08,1.1365362591180577,1.1308957033926057,1.1308957033926057,1.1402959929401408,1.142225635774023
2025-10-09,1.1333265202693312,1.1277018942695658,1.1277018942695658,1.1370756360723124,1.1389998293224102
2025-10-10,1.1028255098338153,1.097352258370202,1.097352258370202,1.1064737263653284,1.1083461341525858
2025-10-13,1.1196044621223955,1.1140479378070456,1.1140479378070456,1.1233081844892148,1.1252090800477899
2025-10-14,1.1181779115229615,1.1126284670856945,1.1126284670856945,1.12187691477018,1.1237753882915174
2025-10-15,1.1230349766591292,1.1174614269226757,1.1174614269226757,1.1267500473849892,1.1286567673664447
2025-10-16,1.1155625687573327,1.1100261040965511,1.1100261040965511,1.1192529202852828,1.121146953405018
2025-10-17,1.1217612707667777,1.1161940423500407,1.1161940423500407,1.1254721279929938,1.1273766854412015
2025-10-20,1.133496347721645,1.1278708788792506,1.1278708788792506,1.1372460253245786,1.1391705069124425
2025-10-21,1.133496347721645,1.1278708788792506,1.1278708788792506,1.1372460253245786,1.1391705069124425
2025-10-22,1.1276203178715956,1.1220240113841613,1.1220240113841613,1.1313505571961728,1.1332650622973204
2025-10-23,1.1341077265499737,1.1284792234741152,1.1284792234741152,1.1378594266327362,1.139784946236559
2025-10-24,1.143363322701063,1.1376888847019286,1.1376888847019286,1.1471456408812364,1.1490868748933265
2025-10-27,1.1569834843766105,1.151241450398638,1.151241450398638,1.1608108589129742,1.1627752176139272
2025-10-28,1.1600233957730235,1.1542662749119932,1.1542662749119932,1.1638608265285366,1.1658303464755078
2025-10-29,1.1605668436204266,1.1548070256629843,1.1548070256629843,1.1644060721357885,1.1663765147636116
2025-10-30,1.1481524568563053,1.1424542506950361,1.1424542506950361,1.1519506177951393,1.1538999829322412
2025-10-31,1.1540915385345827,1.1458846382716346,1.1507746939884862,1.1603402227061352,1.1573647380098995
2025-11-03,1.153215923116826,1.1481659305023775,1.1468923591206117,1.156425616894292,1.1596688854753372
2025-11-04,1.1397055857145004,1.1347147555714792,1.1334561045344018,1.1428776767802606,1.1460829493087559
2025-11-05,1.1410647004994237,1.1383479246796988,1.1326218876967529,1.1420365257224216,1.149752517494453
2025-11-06,1.129795311588168,1.126181032782404,1.1222320971092075,1.1315603725821066,1.1374637310121183
2025-11-07,1.1284575329397757,1.127313229667291,1.118068086740116,1.1273617499114288,1.1386072708653354
2025-11-10,1.1405621935738202,1.144769339847716,1.1248259421732842,1.1341757783388011,1.1562382659156853
2025-11-11,1.143188665323311,1.1474054997587964,1.127416176688208,1.1367875435345502,1.1589008363201911
2025-11-12,1.1439126286901575,1.1481321335804402,1.1281301515865525,1.13750745317184,1.1596347499573305
2025-11-13,1.1250390720800336,1.1291889588347905,1.109516992027385,1.118739576348538,1.1405017921146954
2025-11-14,1.1194733772168723,1.11777859959594,1.098305416354784,1.1074348072388318,1.1403140467656598
2025-11-17,1.1109806888813407,1.1110807912635259,1.0917242927120023,1.100798979640942,1.1296979006656427
2025-11-18,1.1017153828597588,1.1018146504126676,1.0826195803039431,1.0916185865731844,1.1202764976958526
2025-11-19,1.1059116265289535,1.1060112721748316,1.0867430913583178,1.0957763732886543,1.1245434374466634
2025-11-20,1.0890091570294367,1.0891072797168344,1.0701335888312968,1.0790288083987416,1.1073562041303977
2025-11-21,1.0998369158606156,1.0997985145973714,1.080638568244089,1.089621107842793,1.1184502474825055
2025-11-24,1.1160835530428692,1.1160445845215325,1.09660161011896,1.1057168385370069,1.1349718381976448
2025-11-25,1.1264558895910433,1.126416558915263,1.1067928909853544,1.1159928318934365,1.1455197132616488
2025-11-26,1.1341596152797362,1.13412001562517,1.1143621432793276,1.1236250017164162,1.1533538146441373
2025-11-28,1.1409234528669758,1.1408836170502081,1.121007913811944,1.13032601356535,1.160232121522444
2025-12-01,1.135148650440454,1.1349671198251567,1.1151944898025106,1.124464266913265,1.1544461512203448
2025-12-02,1.1371625453539336,1.1369806926807433,1.1171729835528068,1.1264592064012762,1.156494282300734
2025-12-03,1.1410560755199943,1.1408736002015438,1.1209980714700467,1.1303160894114312,1.1604540023894863
2025-12-04,1.1420294580615098,1.1418468270817443,1.1219543434493569,1.13128031016397,1.1614439324116743
2025-12-05,1.144127265263051,1.1439442988063135,1.1240152744392489,1.1333583721306484,1.1635774022870797
2025-12-08,1.1407539912829725,1.140571564273206,1.1207012974075024,1.1300168484882296,1.1601467827274279
2025-12-09,1.139780608741457,1.1395983373930059,1.1197450254281924,1.129052627735691,1.1591568527052398
2025-12-10,1.1471481076332706,1.1469646580896933,1.1269830150646936,1.1363507813626652,1.1666495989076635
2025-12-11,1.1499507780545297,1.149766880313718,1.1297364188671895,1.1391270721501476,1.169499914661205
2025-12-12,1.1375653243366297,1.137383407251861,1.1175686823028665,1.126858194298879,1.1569039085168118
2025-12-15,1.1358535136601717,1.135671870324612,1.1158869626151142,1.125162495734069,1.155162997098481
2025-12-16,1.1327823239171153,1.1326011717198425,1.112869759645912,1.1221202130148518,1.1520395972008877
2025-12-17,1.1201786982502546,1.1199995615986302,1.1004876862586404,1.1096352167190482,1.1392217101894522
2025-12-18,1.128821663920605,1.1286411451038556,1.1089787219369958,1.118196832021763,1.1480116060761223
2025-12-19,1.1390253981489025,1.1388432475721608,1.119003090271831,1.1283045254276864,1.158388803550094
2025-12-22,1.146057247888469,1.1458739727929173,1.1259113309499493,1.1352701891399923,1.1655401945724526
2025-12-23,1.151276592205904,1.1510924824436457,1.1310389272528012,1.1404404073130885,1.1708482676224612
2025-12-24,1.1545659538979207,1.1543813181077707,1.1342704670449522,1.14369880847684,1.1741935483870969
2025-12-26,1.1552036872871894,1.1550189495120398,1.1348969900658794,1.1443305393147103,1.17484212322922
2025-12-29,1.1511591150026177,1.1509750240270697,1.130923515117367,1.140324035842954,1.1707287933094384
2025-12-30,1.14966547627512,1.1494816241591763,1.1294561322525638,1.1388444557226791,1.16920976275815
2025-12-31,1.1411232053504436,1.1409407192967302,1.1210640212617233,1.130382587394365,1.1605222734254994
2026-01-02,1.1433552722128837,1.1431724292116718,1.1232568518349686,1.1325936453269108,1.1627922853729304
2026-01-05,1.150974507968882,1.150790446515308,1.130742153190257,1.1401411663898868,1.170541047960403
2026-01-06,1.1577881857594883,1.1576030346767092,1.1374360570454265,1.146890711657658,1.1774705581157194
2026-01-07,1.1540960450847755,1.153911484441467,1.1338088185032162,1.143233322596304,1.173715651135006
2026-01-08,1.1538443082205907,1.1536597878345185,1.1335615067844291,1.1429839551603025,1.1734596347499573
2026-01-09,1.1614635439765888,1.1612778051381545,1.1410468081397176,1.1505314762232786,1.1812083973374297
2026-01-12,1.163410309059619,1.1632242588985549,1.1429593520983374,1.152459917728356,1.1831882573818058
2026-01-13,1.1610607649938929,1.160875090567037,1.1406511093896579,1.150132488325676,1.180798771121352
2026-01-14,1.1555225539818237,1.155337765214174,1.135210251576343,1.144646404733645,1.1751664106502817
2026-01-15,1.158425919148757,1.158240666080978,1.1380625800663535,1.147522442495528,1.1781191329578427
2026-01-16,1.1574189716920171,1.157233879653185,1.1370733331912053,1.1465249727515223,1.1770950674176481
2026-01-20,1.13404100823804,1.1338596547545843,1.1141063182398476,1.123367050194859,1.1533196791261309
2026-01-21,1.1421741067537265,1.1370552948067398,1.1172462860109889,1.1265331181679288,1.1664618535586277
2026-01-22,1.1445122126462361,1.1355346812776208,1.1157521635829717,1.1250265762184644,1.1725891790407919
2026-01-23,1.1449453487635077,1.135964419883676,1.1161744155734983,1.1254523380737478,1.1730329407748763
2026-01-26,1.1507926863466762,1.1417658910654238,1.121874817445607,1.1312001231200737,1.1790237241850146
2026-01-27,1.1554905473109311,1.1464269021003326,1.1264546274967029,1.1358180017043011,1.183836832223929
2026-01-28,1.1552906383337287,1.14622856120523,1.126259741962614,1.135621496232632,1.1836320191158902
2026-01-29,1.1528917306073005,1.143848470464,1.1239211155535436,1.1332634305726008,1.181174261819423
2026-01-30,1.1493600053433928,1.1403444479838558,1.1204781377846342,1.1297918339064437,1.1775558969107356
2026-02-02,1.155357274659463,1.1462946748369311,1.1263247038073103,1.1356869980565218,1.1837002901519031
2026-02-03,1.1454118030436466,1.1364272153055819,1.116629148486373,1.125910850840976,1.173510838026967
2026-02-04,1.1398476698448485,1.1309067270585627,1.1112048344542238,1.1204414485461816,1.167810206519884
2026-02-05,1.1254375644048469,1.116609654203258,1.097156835538628,1.1062766791300225,1.153046594982079
2026-02-06,1.1473942337342367,1.1383940958486816,1.1185617633660907,1.127859530101696,1.175541901348353
2026-02-09,1.152808435200133,1.1437658284243741,1.123839913247673,1.1331815532927387,1.181088923024407
2026-02-10,1.1497931414606646,1.1407741865899117,1.120900389775161,1.130217595761727,1.17799965864482
2026-02-11,1.149459959831994,1.1404436184314075,1.1205755805516793,1.1298900866422787,1.1776583034647552
2026-02-12,1.1318179925938878,1.1229400344386122,1.103376932168308,1.1125484787674662,1.1595835466803208
2026-02-13,1.1323844013626276,1.1235020003080696,1.1039291078482274,1.1131052442705291,1.1601638504864311
2026-02-17,1.1343001957274834,1.1254027672194682,1.1057967608832489,1.1149884217073596,1.162126642771804
2026-02-18,1.1400808969849177,1.1311381247695156,1.1114322009106612,1.1206707049297957,1.1680491551459293
2026-02-19,1.137182216815484,1.1282621817905292,1.108606360666368,1.1178213755905917,1.1650793650793652
2026-02-20,1.1452285531478779,1.1362454028184048,1.1164505034134582,1.1257307208252794,1.1733230926779314
2026-02-23,1.133683809714443,1.1247912161262357,1.1051958638198072,1.1143825298363794,1.161495135688684
2026-02-24,1.1372420606635343,1.1237235001453034,1.1041467488650116,1.1133246943741897,1.169926608636286
2026-02-25,1.1445293842790418,1.1284255453600684,1.1087668782262181,1.117983227412775,1.1796552312681345
2026-02-26,1.1383195555982064,1.1223030906533433,1.1027510847871471,1.11191742918545,1.1732548216419183
2026-02-27,1.1332026567651978,1.1172581879750019,1.0977940709933527,1.1069192114461344,1.1679808841099164
2026-03-02,1.133451049912431,1.1175030861632707,1.0980347027309156,1.1071618433752275,1.168236900494965
2026-03-03,1.1233828476779029,1.1075765462654332,1.0882810963017018,1.0973271625159913,1.1578597030209934
2026-03-04,1.1284710065950818,1.115527574111234,1.0902287143901344,1.0992909696958708,1.1661717016555726
2026-03-05,1.1248806812346093,1.109470425588047,1.0892189168511508,1.098272778465743,1.1598395630653695
2026-03-06,1.1100654621969377,1.0948581670213293,1.0748733803846395,1.0838079982917035,1.1445639187574672
2026-03-09,1.1098974898807987,1.084747309056334,1.0649470790546778,1.0737991870482655,1.1545144222563577
2026-03-10,1.108347671224708,1.083720071026362,1.06393859151995,1.0727823167114785,1.1523980201399557
2026-03-11,1.107182181737942,1.0825804788368616,1.0628198006611114,1.0716542261816049,1.1511862092507255
2026-03-12,1.0903072071971607,1.0660804679804345,1.0466209696345485,1.0553207463969607,1.133640552995392
2026-03-13,1.0898461270715947,1.071050578374121,1.051500359057455,1.0602406945320924,1.127257211128179
2026-03-16,1.0956876766127799,1.072046919442392,1.052478513602333,1.0612269797435885,1.1386072708653354
2026-03-17,1.0985783697680893,1.0748752424749033,1.0552552103748893,1.0640267571181572,1.1416111964499063
2026-03-18,1.083484352667354,1.06010689664037,1.0407564357500068,1.0494074650316294,1.1259259259259258
2026-03-19,1.078262534321736,1.0526166344537706,1.033402895648661,1.0419928004552814,1.122904932582352
2026-03-20,1.0706283779752175,1.0398379188567553,1.0331962357355222,1.0417844227329625,1.1069124423963133
2026-03-23,1.0738370000888064,1.0505866915592632,1.028806106528227,1.0373578016674208,1.1185782556750299
2026-03-24,1.0702732457875392,1.0471000983048038,1.0253917967335309,1.0339151112708895,1.1148660180918246
2026-03-25,1.0776412218092484,1.0527748293948207,1.0337875094388522,1.042380611252041,1.1209080047789726
2026-03-26,1.0623334187587188,1.0341075289588755,1.0227607597599209,1.0312622044561544,1.1010325994196963
2026-03-27,1.0509108578335105,1.0297817613588118,1.0184824567466546,1.0269483391120948,1.0822324628776243
2026-03-30,1.0492247922714741,1.0295758256001157,1.0182787806229177,1.0267429699811854,1.078716504522956
2026-03-31,1.0735476356379916,1.0477763748694575,1.0362796239370562,1.0448934408328103,1.109805427547363
2026-04-01,1.081695393882124,1.055728540486474,1.044144534229688,1.0528237262381024,1.1182283666154633
2026-04-02,1.0828676144197804,1.056872621051435,1.045276061343724,1.05396465889013,1.1194401775046936
2026-04-06,1.0878041487966714,1.06169065047289,1.0500412248239612,1.0587694316078249,1.1245434374466634
2026-04-07,1.088464554733379,1.0623352029038537,1.0506787048882067,1.0594122105667136,1.125226147806793
2026-04-08,1.115871401106753,1.0890841287888537,1.0771341275544044,1.086087537360603,1.153558627752176
2026-04-09,1.122475460473831,1.0955296530984924,1.083508928196862,1.092515326949492,1.1603857313534733
2026-04-10,1.1215508921624397,1.0946272796951428,1.0826164561069176,1.0916154364070474,1.1594299368492917
2026-04-13,1.1326126916022954,1.1054235329137874,1.0932942471830338,1.1023819839684366,1.1708653353814644
2026-04-14,1.1464647061247415,1.1189430201532542,1.1066653915305882,1.1158642726311314,1.1851851851851851
2026-04-15,1.1554462268639678,1.127708933214363,1.11533512040433,1.1246060664720203,1.1944700460829494
2026-04-16,1.1582694622433936,1.1304643948567332,1.1180603476789805,1.1273539465212703,1.1973886328725039
2026-04-17,1.1722865782500167,1.144145020203941,1.131590862042596,1.1409969299236873,1.211879160266257
2026-04-20,1.1700577082136279,1.1419696557494383,1.129439366825767,1.1388275509374377,1.2095750128008194
2026-04-21,1.1625621008319944,1.1346539856579982,1.1222039680965776,1.1315320097540482,1.201826250213347
2026-04-22,1.172503643159794,1.1460303360645103,1.1299942584506322,1.1393870549610638,1.2138760880696366
2026-04-23,1.1693408092855007,1.1415668104800858,1.1283060358798673,1.1376847994596422,1.2091483188257384
2026-04-24,1.175846991044914,1.150493861648935,1.1317587125739397,1.141166175670868,1.2186038573135347
2026-04-27,1.1784738791083833,1.1523791775095042,1.1349008557528402,1.1443344371342334,1.220600785116914
2026-04-28,1.1727557719133805,1.146787685170893,1.1293941704847672,1.1387819789130829,1.2146782727427887
2026-04-29,1.1720803391735397,1.1466426608739262,1.1280894101590684,1.1374663730913628,1.2145246629117599
2026-04-30,1.1807507061903217,1.157664507443408,1.1340879545227314,1.143514778864626,1.2261990100699778
2026-05-01,1.1844321804910416,1.1612740010568057,1.1376239385686802,1.147080154899392,1.2300221880867042
2026-05-04,1.180159040677706,1.1570844102555409,1.1335196713724898,1.142941772001896,1.2255845707458612
2026-05-05,1.1894777725014039,1.1662209409644533,1.1424701309887972,1.1519666300898967,1.2352619901006998
2026-05-06,1.2059951013952595,1.1824153207924202,1.1583347022663795,1.1679630716744485,1.2524150878989588
2026-05-07,1.2023300622476674,1.1788219409897966,1.154814503863493,1.1644136124969806,1.2486089776412357
2026-05-08,1.2121418486652116,1.1884418860219321,1.1642385327716687,1.1739159763039233,1.2587984297661716
2026-05-11,1.2149851301563928,1.1912295752858508,1.1669694490214417,1.176669592616488,1.2617511520737328
2026-05-12,1.2132758742310585,1.189553738965345,1.1653277421429655,1.1750142394574896,1.2599761051373957
2026-05-13,1.2199649815542417,1.196112059950402,1.1717524988693098,1.1814924003778005,1.2669226830517153
2026-05-14,1.2295959812873754,1.2055547530640225,1.1810028857038004,1.1908196787544645,1.2769243898276157
2026-05-15,1.2147057325532131,1.190955640502691,1.166701093089383,1.176399006042421,1.2614610001706776
2026-05-18,1.2149623304872201,1.1918935461397173,1.1676198976986558,1.1773254479867183,1.2605564089435057
2026-05-19,1.2101271484824094,1.1902875922633263,1.1660466500651456,1.17573912312315,1.2523638846219491
2026-05-20,1.2179545881863827,1.193195949934507,1.1688957772355155,1.178611932955218,1.2652329749103943
2026-05-21,1.2223537215406866,1.1997864971013512,1.1753521038375447,1.1851219261679615,1.2677077999658646
2026-05-22,1.227027547954925,1.2043740348351353,1.1798462135311143,1.1896533920317345,1.2725550435227855
2026-05-26,1.2350915442330124,1.2122891527561,1.1876001351855119,1.1974717662333134,1.2809182454343746
2026-05-27,1.2350586299624895,1.2122568461523409,1.187568486525698,1.1974398545018785,1.2808841099163681
2026-05-28,1.2419212553664944,1.2189927730361005,1.1941672320968895,1.2040934505060794,1.2880013654207203
2026-05-29,1.2448177111725014,1.2218357541668965,1.19695231416051,1.206901682872361,1.291005291005291
2026-06-01,1.248158509630566,1.2251148744484388,1.2001646531316177,1.2101407236130153,1.2944700460829492
2026-06-02,1.2498371374272292,1.2267625112401501,1.2017787347821252,1.2117682219162014,1.2962109575012801
2026-06-03,1.2411806842797313,1.2182658744515227,1.1934551372510778,1.203375436548792,1.2872333162655745
2026-06-04,1.2416617506564631,1.2229018720909446,1.1899098465306452,1.199800676480123,1.292131763099505
2026-06-05,1.2134989072240072,1.191176787199567,1.166358707219934,1.1760537741755026,1.258610684417136
2026-06-08,1.2199047385818225,1.2005317181593347,1.175518728887262,1.1852899362470042,1.261836490868749
2026-06-09,1.2125976382079455,1.1899088294842028,1.1651171673094904,1.1748019142730315,1.257979177334016
2026-06-10,1.1999398668253,1.1711331159140224,1.1590996531649649,1.1687343810373154,1.2381293736132446
2026-06-11,1.2098806715279518,1.1763061407412425,1.1732072782367615,1.1685006575334589,1.2589861751152074
2026-06-12,1.2140364043871754,1.1776717782279624,1.1795533237876599,1.1698572332121158,1.2657962109575014
2026-06-17,1.212946887566205,1.176703128382731,1.1785831263475475,1.168661255301794,1.2647550776583034
2026-06-18,1.2229442712797645,1.1871843340900365,1.187394427688895,1.1790708299205097,1.2742106161461
2026-06-22,1.2212779078173157,1.1871843340900365,1.1839112598301316,1.1790708299205097,1.27047277692439
2026-06-23,1.2125095426313401,1.1871843340900365,1.1666596871650377,1.1790708299205097,1.2522102747909198
