close,high,low,n,open,date,volume,vw
28.35,28.35,28.35,7,28.35,2026-06-22 04:25:00-04:00,253,28.35
28.34,28.34,28.34,2,28.34,2026-06-22 04:35:00-04:00,132,28.34
28.33,28.33,28.33,1,28.33,2026-06-22 05:55:00-04:00,100,28.33
28.31,28.31,28.31,1,28.31,2026-06-22 06:09:00-04:00,196,28.31
28.34,28.34,28.34,3,28.34,2026-06-22 07:00:00-04:00,102,28.34
28.3394,28.3394,28.3394,1,28.3394,2026-06-22 07:09:00-04:00,1000,28.3394
28.3,28.31,28.3,22,28.31,2026-06-22 07:21:00-04:00,7861,28.303635
28.2901,28.2901,28.2901,1,28.2901,2026-06-22 07:22:00-04:00,10000,28.2901
28.2901,28.2901,28.2901,1,28.2901,2026-06-22 07:31:00-04:00,10000,28.2901
28.31,28.31,28.31,1,28.31,2026-06-22 07:52:00-04:00,400,28.31
28.32,28.32,28.32,1,28.32,2026-06-22 08:08:00-04:00,300,28.32
28.31,28.31,28.31,1,28.31,2026-06-22 08:29:00-04:00,175,28.31
28.3242,28.3242,28.3242,1,28.3242,2026-06-22 08:32:00-04:00,318,28.3242
28.32,28.32,28.32,1,28.32,2026-06-22 08:38:00-04:00,300,28.32
28.3,28.3,28.3,1,28.3,2026-06-22 09:00:00-04:00,100,28.3
28.3278,28.3278,28.3278,1,28.3278,2026-06-22 09:11:00-04:00,333,28.3278
28.33,28.33,28.33,4,28.33,2026-06-22 09:24:00-04:00,179,28.33
28.3452,28.35,28.34,46,28.34,2026-06-22 09:30:00-04:00,67390,28.342461
28.34,28.345,28.34,21,28.345,2026-06-22 09:31:00-04:00,9283,28.343941
28.34,28.34,28.34,4,28.34,2026-06-22 09:32:00-04:00,318,28.34
28.345,28.345,28.345,13,28.345,2026-06-22 09:33:00-04:00,14079,28.345
28.3491,28.3499,28.3491,11,28.3499,2026-06-22 09:34:00-04:00,2347,28.349644
28.345,28.345,28.345,4,28.345,2026-06-22 09:35:00-04:00,625,28.345
28.34,28.34,28.34,6,28.34,2026-06-22 09:36:00-04:00,805,28.34
28.34,28.3401,28.34,17,28.34,2026-06-22 09:37:00-04:00,1788,28.340006
28.335,28.3377,28.335,8,28.3377,2026-06-22 09:39:00-04:00,340,28.335978
28.335,28.335,28.3323,28,28.3323,2026-06-22 09:40:00-04:00,10345,28.334314
28.345,28.345,28.3301,24,28.3323,2026-06-22 09:41:00-04:00,14187,28.337628
28.345,28.345,28.3441,13,28.3441,2026-06-22 09:42:00-04:00,2007,28.344469
28.345,28.345,28.345,6,28.345,2026-06-22 09:43:00-04:00,293,28.345
28.3472,28.3472,28.3472,5,28.3472,2026-06-22 09:44:00-04:00,255,28.3472
28.3493,28.35,28.345,8,28.35,2026-06-22 09:45:00-04:00,440,28.3481
28.34,28.3499,28.34,8,28.3499,2026-06-22 09:46:00-04:00,3372,28.348817
28.345,28.345,28.345,18,28.345,2026-06-22 09:47:00-04:00,3141,28.345
28.3499,28.3499,28.3499,13,28.3499,2026-06-22 09:48:00-04:00,478,28.3499
28.3482,28.3482,28.3482,7,28.3482,2026-06-22 09:49:00-04:00,3152,28.3482
28.345,28.345,28.345,9,28.345,2026-06-22 09:50:00-04:00,674,28.345
28.345,28.345,28.345,2,28.345,2026-06-22 09:51:00-04:00,318,28.345
28.3499,28.3499,28.3499,7,28.3499,2026-06-22 09:53:00-04:00,232,28.3499
28.3493,28.3493,28.345,15,28.345,2026-06-22 09:54:00-04:00,3331,28.345148
28.35,28.35,28.35,10,28.35,2026-06-22 09:55:00-04:00,975,28.35
28.35,28.35,28.345,13,28.35,2026-06-22 09:56:00-04:00,6560,28.348963
28.36,28.36,28.36,4,28.36,2026-06-22 09:57:00-04:00,108,28.36
