T-minus,Name,Status,Window (UTC),Window (ET),Provider,Pad,Mission,Image
0d 0h 9m 31s,SLS Block 1 | Artemis II,Go for Launch,2026-04-01 22:24:00 UTC,"Wednesday, April 01 2026 at 06:24 PM EDT",National Aeronautics and Space Administration,"Launch Complex 39B (Kennedy Space Center, FL, USA)","Artemis II is the first crewed mission as part of the Artemis program. Artemis II will send a crew of 4 - 3 Americans and 1 Canadian around the moon and return them back to Earth.

The mission will test the core systems of NASA's Orion spacecraft including the critical life support system, among other systems which could not be tested during Artemis I due to the lack of crew onboard.","{'id': 1838, 'name': '[AUTO] Space Launch System (SLS) - image', 'image_url': 'https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/space_launch_sy_image_20220331082429.jpeg', 'thumbnail_url': 'https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193913.jpeg', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}"
