conditions,trade_id,price,size,time,exchange,tape,pct_change
"['@', 'T', 'I']",206,751.49,33,2026-04-22 04:00:51.521731068-04:00,D,C,-1.1197368421052618
"['@', 'T', 'I']",207,751.49,33,2026-04-22 04:00:51.522944876-04:00,D,C,-1.1197368421052618
"['@', 'T', 'I']",208,751.49,16,2026-04-22 04:00:51.523032634-04:00,D,C,-1.1197368421052618
"['@', 'F', 'T', 'I']",14,754.5,6,2026-04-22 04:00:56.242143118-04:00,K,C,-0.7236842105263158
"['@', 'F', 'T', 'I']",38,754.0,4,2026-04-22 04:00:56.242259781-04:00,P,C,-0.7894736842105263
"['@', 'T', 'I']",57,758.9997,6,2026-04-22 04:00:56.243728195-04:00,D,C,-0.13161842105263663
"['@', 'T', 'I']",58,758.9997,4,2026-04-22 04:00:56.243792292-04:00,D,C,-0.13161842105263663
"['@', 'T', 'I']",59,731.0,5,2026-04-22 04:01:00.117445287-04:00,D,C,-3.8157894736842106
"['@', 'T', 'I']",60,751.0,1,2026-04-22 04:01:01.617122559-04:00,D,C,-1.1842105263157896
"['@', 'T', 'I']",61,760.12,1,2026-04-22 04:01:02.372845434-04:00,D,C,0.015789473684211127
"['@', 'T', 'I']",62,761.64,1,2026-04-22 04:01:02.503405255-04:00,D,C,0.21578947368420873
"['@', 'T', 'I']",63,755.0,1,2026-04-22 04:01:02.553757731-04:00,D,C,-0.6578947368421052
"['@', 'F', 'T', 'I']",11,749.99,2,2026-04-22 04:01:03.715275398-04:00,Q,C,-1.3171052631578937
"['@', 'F', 'T', 'I']",12,750.0,23,2026-04-22 04:01:03.715326770-04:00,Q,C,-1.3157894736842104
"['@', 'T', 'I']",64,731.01,10,2026-04-22 04:01:07.634953617-04:00,D,C,-3.8144736842105273
"['@', 'T', 'I']",65,748.5,1,2026-04-22 04:01:12.169025223-04:00,D,C,-1.513157894736842
"['@', 'T', 'I']",66,742.1,10,2026-04-22 04:01:16.015677301-04:00,D,C,-2.355263157894734
"['@', 'T', 'I']",67,743.01,3,2026-04-22 04:01:16.016952234-04:00,D,C,-2.235526315789475
"['@', 'T', 'I']",68,745.0,40,2026-04-22 04:01:16.016977747-04:00,D,C,-1.9736842105263157
"['@', 'T', 'I']",69,754.7,1,2026-04-22 04:01:16.018764480-04:00,D,C,-0.6973684210526256
"['@', 'T', 'I']",70,745.0,5,2026-04-22 04:01:16.020432158-04:00,D,C,-1.9736842105263157
"['@', 'T', 'I']",71,750.0,20,2026-04-22 04:01:16.063583695-04:00,D,C,-1.3157894736842104
"['@', 'T', 'I']",1,751.0,1,2026-04-22 04:01:16.068803333-04:00,D,C,-1.1842105263157896
"['@', 'T', 'I']",2,751.0,25,2026-04-22 04:01:16.070103846-04:00,D,C,-1.1842105263157896
"['@', 'T', 'I']",3,754.0,3,2026-04-22 04:01:16.070866219-04:00,D,C,-0.7894736842105263
"['@', 'T', 'I']",4,754.0,7,2026-04-22 04:01:16.072424496-04:00,D,C,-0.7894736842105263
"['@', 'T', 'I']",5,750.0,2,2026-04-22 04:01:16.077884158-04:00,D,C,-1.3157894736842104
"['@', 'T', 'I']",6,750.0,2,2026-04-22 04:01:16.108724757-04:00,D,C,-1.3157894736842104
"['@', 'T', 'I']",72,757.0,1,2026-04-22 04:01:16.109093454-04:00,D,C,-0.39473684210526316
"['@', 'T', 'I']",7,750.0,6,2026-04-22 04:01:16.110686780-04:00,D,C,-1.3157894736842104
"['@', 'T', 'I']",73,754.0,1,2026-04-22 04:01:16.111076165-04:00,D,C,-0.7894736842105263
"['@', 'T', 'I']",8,754.9,1,2026-04-22 04:01:16.113301625-04:00,D,C,-0.6710526315789503
"['@', 'T', 'I']",9,754.0,3,2026-04-22 04:01:16.115418827-04:00,D,C,-0.7894736842105263
"['@', 'T', 'I']",10,754.0,1,2026-04-22 04:01:16.116109753-04:00,D,C,-0.7894736842105263
"['@', 'T', 'I']",74,743.01,1,2026-04-22 04:01:16.205410441-04:00,D,C,-2.235526315789475
"['@', 'T', 'I']",75,743.52,1,2026-04-22 04:01:16.207003432-04:00,D,C,-2.1684210526315812
"['@', 'T', 'I']",76,750.0,5,2026-04-22 04:01:16.208709285-04:00,D,C,-1.3157894736842104
"['@', 'T', 'I']",77,750.0,5,2026-04-22 04:01:16.208758462-04:00,D,C,-1.3157894736842104
"['@', 'T', 'I']",78,745.0,3,2026-04-22 04:01:16.209708419-04:00,D,C,-1.9736842105263157
"['@', 'T', 'I']",79,751.0,1,2026-04-22 04:01:16.213752247-04:00,D,C,-1.1842105263157896
"['@', 'T', 'I']",80,751.0,13,2026-04-22 04:01:16.218956008-04:00,D,C,-1.1842105263157896
"['@', 'T', 'I']",81,750.0,1,2026-04-22 04:01:16.220202065-04:00,D,C,-1.3157894736842104
"['@', 'T', 'I']",82,754.77,1,2026-04-22 04:01:16.221054087-04:00,D,C,-0.6881578947368445
"['@', 'T', 'I']",83,750.0,1,2026-04-22 04:01:16.225641884-04:00,D,C,-1.3157894736842104
"['@', 'T', 'I']",84,752.0,4,2026-04-22 04:01:16.225988891-04:00,D,C,-1.0526315789473684
"['@', 'T', 'I']",11,755.0,1,2026-04-22 04:01:16.251978170-04:00,D,C,-0.6578947368421052
"['@', 'T', 'I']",85,734.9,11,2026-04-22 04:01:17.498093833-04:00,D,C,-3.3026315789473717
"['@', 'T', 'I']",15,747.47,1,2026-04-22 04:01:25.151889721-04:00,K,C,-1.6486842105263122
"['@', 'T', 'I']",86,750.0,1,2026-04-22 04:01:29.778025875-04:00,D,C,-1.3157894736842104
"['@', 'T', 'I']",39,749.99,2,2026-04-22 04:01:34.894735134-04:00,P,C,-1.3171052631578937
"['@', 'T', 'I']",87,748.6477,1,2026-04-22 04:01:40.590829184-04:00,D,C,-1.4937236842105281
"['@', 'T', 'I']",88,748.6477,1,2026-04-22 04:01:40.591733874-04:00,D,C,-1.4937236842105281
"['@', 'T', 'I']",89,748.6477,1,2026-04-22 04:01:40.603776037-04:00,D,C,-1.4937236842105281
"['@', 'T', 'I']",90,749.0,50,2026-04-22 04:01:42.773480669-04:00,D,C,-1.4473684210526316
"['@', 'T', 'I']",91,749.0,5,2026-04-22 04:01:43.437289260-04:00,D,C,-1.4473684210526316
"['@', 'T', 'I']",92,748.0416,10,2026-04-22 04:01:45.645632526-04:00,D,C,-1.5734736842105241
"['@', 'T', 'I']",93,749.0,50,2026-04-22 04:01:51.237402699-04:00,D,C,-1.4473684210526316
"['@', 'T', 'I']",40,745.16,7,2026-04-22 04:01:51.850012255-04:00,P,C,-1.9526315789473725
"['@', 'F', 'T', 'I']",41,745.98,3,2026-04-22 04:01:54.635211812-04:00,P,C,-1.8447368421052608
"['@', 'T', 'I']",42,745.98,25,2026-04-22 04:01:58.084007299-04:00,P,C,-1.8447368421052608
