model_id,target,model_type,train_date,train_rows,val_rows,val_window_days,val_spearman,val_rmse,val_mae,val_r2,val_dir_acc,val_auc,val_brier,top5_features,notes
overnight_logistic_overnight_gap_dir_2026-06-22,overnight_gap_dir,logistic,2026-06-22,1100,252,252,,,,,0.623,0.5505,0.2347,yield_curve=0.258; spy_rsi_14=0.219; fedfunds=0.157; spy_vol_r5=0.128; vix_level=0.061,
