dt,WVHT,DPD,APD,MWD,WTMP
2025-05-05T07:56:00Z,0.7,5,3.8,125,24.3
2025-05-05T07:26:00Z,0.7,8,4,90,24.3
2025-05-05T06:56:00Z,0.7,4,3.9,135,24.3
2025-05-05T06:26:00Z,0.7,5,4,124,24.3
2025-05-05T05:56:00Z,0.7,6,4.1,108,24.4
2025-05-05T05:26:00Z,0.7,6,4,100,24.4
2025-05-05T04:56:00Z,0.6,5,4.2,113,24.4
2025-05-05T04:26:00Z,0.6,7,4.2,103,24.4
2025-05-05T03:56:00Z,0.7,7,4.2,101,24.4
2025-05-05T03:26:00Z,0.6,7,4.2,98,24.5
2025-05-05T02:56:00Z,0.6,6,4.1,104,24.5
2025-05-05T02:26:00Z,0.6,6,4.2,107,24.5
2025-05-05T01:56:00Z,0.6,6,4.4,98,24.5
2025-05-05T01:26:00Z,0.7,6,4.6,107,24.5
2025-05-05T00:56:00Z,0.6,6,4.6,103,24.6
2025-05-05T00:26:00Z,0.6,7,4.8,97,24.5
2025-05-04T23:56:00Z,0.6,6,4.9,110,24.6
2025-05-04T23:26:00Z,0.7,6,4.9,113,24.6
2025-05-04T22:56:00Z,0.7,6,4.8,114,24.6
2025-05-04T22:26:00Z,0.7,5,4.4,139,24.6
2025-05-04T21:56:00Z,0.9,6,4.3,114,24.6
2025-05-04T21:26:00Z,1,6,4,107,24.6
2025-05-04T20:56:00Z,0.9,6,4,115,24.6
2025-05-04T20:26:00Z,0.9,6,4.3,110,24.6
2025-05-04T19:56:00Z,0.9,6,4.5,115,24.6
2025-05-04T19:26:00Z,0.9,6,4.4,115,24.7
2025-05-04T18:56:00Z,0.9,6,4.4,118,24.7
2025-05-04T18:26:00Z,0.9,6,4.6,113,24.6
2025-05-04T17:56:00Z,0.9,6,4.5,113,24.6
2025-05-04T17:26:00Z,0.9,6,4.6,120,24.6
2025-05-04T16:56:00Z,0.9,5,4.5,122,24.5
2025-05-04T16:26:00Z,0.9,6,4.3,115,24.4
2025-05-04T15:56:00Z,0.9,6,4.2,113,24.4
2025-05-04T15:26:00Z,1,6,4.2,117,24.4
2025-05-04T14:56:00Z,1.1,6,4.4,120,24.4
2025-05-04T14:26:00Z,1.1,6,4.3,115,24.4
2025-05-04T13:56:00Z,1,6,4.4,124,24.4
2025-05-04T13:26:00Z,1,6,4.5,115,24.3
2025-05-04T12:56:00Z,1,6,4.5,117,24.4
2025-05-04T12:26:00Z,1,6,4.6,121,24.4
2025-05-04T11:56:00Z,1,6,4.5,120,24.4
2025-05-04T11:26:00Z,1.1,6,4.3,121,24.4
2025-05-04T10:56:00Z,1,6,4.2,125,24.4
2025-05-04T10:26:00Z,0.9,6,4.3,114,24.4
2025-05-04T09:56:00Z,0.9,5,4.6,124,24.4
2025-05-04T09:26:00Z,0.9,5,4.4,127,24.4
2025-05-04T08:56:00Z,0.9,5,4.4,129,24.4
2025-05-04T08:26:00Z,0.9,5,4.2,132,24.4
2025-05-04T06:26:00Z,1,5,4,142,24.3
2025-05-04T05:56:00Z,1,5,3.9,136,24.3
2025-05-04T05:26:00Z,1.1,5,3.9,139,24.3
2025-05-04T04:56:00Z,1.2,5,4,143,24.4
2025-05-04T04:26:00Z,1.2,4,3.9,145,24.4
2025-05-04T03:56:00Z,1.3,5,3.9,151,24.4
2025-05-04T03:26:00Z,1.2,5,3.9,151,24.4
2025-05-04T02:56:00Z,1.1,5,3.8,135,24.4
2025-05-04T02:26:00Z,1.2,5,3.9,132,24.4
2025-05-04T01:56:00Z,1.2,5,3.9,138,24.4
2025-05-04T01:26:00Z,1.2,5,4,146,24.4
2025-05-04T00:56:00Z,1.2,5,4,136,24.4
2025-05-04T00:26:00Z,1.2,5,4,139,24.4
2025-05-03T23:56:00Z,1.1,5,3.9,138,24.4
2025-05-03T22:56:00Z,1.1,5,3.9,132,24.4
2025-05-03T22:26:00Z,1,4,4,135,24.5
2025-05-03T21:56:00Z,0.9,4,3.9,125,24.5
2025-05-03T21:26:00Z,1,4,4,132,24.5
2025-05-03T20:56:00Z,0.9,5,3.9,128,24.6
2025-05-03T20:26:00Z,0.9,5,4,118,24.6
2025-05-03T19:56:00Z,0.9,9,4.1,84,24.6
2025-05-03T19:26:00Z,0.9,5,4.2,117,24.6
2025-05-03T18:56:00Z,0.9,6,4.2,104,24.6
2025-05-03T18:26:00Z,0.9,5,4,118,24.6
2025-05-03T17:56:00Z,0.9,5,4.3,117,24.6
2025-05-03T17:26:00Z,0.9,6,4.4,100,24.6
2025-05-03T16:56:00Z,0.9,5,4.2,124,24.5
2025-05-03T16:26:00Z,0.9,4,4.1,129,24.5
2025-05-03T15:56:00Z,0.9,6,4.1,103,24.4
2025-05-03T15:26:00Z,0.9,8,4,91,24.4
2025-05-03T14:56:00Z,0.9,4,4.1,121,24.4
2025-05-03T14:26:00Z,0.8,4,3.9,136,24.3
2025-05-03T13:56:00Z,0.8,4,4,138,24.3
2025-05-03T13:26:00Z,0.9,4,4,135,24.3
2025-05-03T12:56:00Z,0.8,4,3.9,138,24.3
2025-05-03T12:26:00Z,0.8,4,3.9,135,24.3
2025-05-03T11:56:00Z,0.8,8,4.1,82,24.3
2025-05-03T11:26:00Z,0.8,8,4,86,24.3
2025-05-03T10:56:00Z,0.9,5,4,142,24.3
2025-05-03T10:26:00Z,0.8,8,4.1,87,24.3
2025-05-03T09:56:00Z,0.8,5,4,145,24.3
2025-05-03T09:26:00Z,0.9,4,4,148,24.3
2025-05-03T08:56:00Z,0.9,4,4,153,24.3
2025-05-03T08:26:00Z,0.9,4,3.9,146,24.3
2025-05-03T07:56:00Z,0.9,4,3.9,151,24.3
2025-05-03T07:26:00Z,0.9,5,4,158,24.2
2025-05-03T06:56:00Z,1,4,3.9,159,24.2
2025-05-03T06:26:00Z,0.9,4,4,139,24.2
2025-05-03T05:56:00Z,1,4,3.9,142,24.2
2025-05-03T05:26:00Z,0.9,4,3.9,148,24.3
2025-05-03T04:56:00Z,1,4,3.9,139,24.3
2025-05-03T04:26:00Z,1,4,3.9,145,24.3
2025-05-03T03:56:00Z,1,4,3.9,139,24.3
2025-05-03T03:26:00Z,0.9,4,4,146,24.4
2025-05-03T02:56:00Z,1,4,4,138,24.4
2025-05-03T02:26:00Z,0.9,8,3.9,91,24.5
2025-05-03T01:56:00Z,0.9,4,3.8,131,24.5
2025-05-03T01:26:00Z,0.9,7,3.9,98,24.6
2025-05-03T00:56:00Z,0.9,7,3.8,93,24.6
2025-05-03T00:26:00Z,0.8,7,3.9,90,24.7
2025-05-02T23:56:00Z,0.8,8,4.1,84,24.7
2025-05-02T22:56:00Z,0.7,6,4.4,106,24.9
2025-05-02T22:26:00Z,0.7,8,4.8,82,24.9
2025-05-02T21:56:00Z,0.7,8,4.8,89,24.9
2025-05-02T21:26:00Z,0.7,8,5,93,25
2025-05-02T20:56:00Z,0.7,8,5,89,25
2025-05-02T20:26:00Z,0.7,9,5,82,25
2025-05-02T19:56:00Z,0.7,8,5.2,89,25
2025-05-02T19:26:00Z,0.7,8,5,86,25
2025-05-02T18:56:00Z,0.7,8,4.9,87,25
2025-05-02T18:26:00Z,0.7,8,5,87,24.9
2025-05-02T17:56:00Z,0.7,8,5.1,89,24.9
2025-05-02T17:26:00Z,0.7,8,5.2,86,24.8
2025-05-02T16:56:00Z,0.7,8,5,91,24.8
2025-05-02T16:26:00Z,0.7,8,5.1,89,24.8
2025-05-02T15:56:00Z,0.7,8,4.9,90,24.7
2025-05-02T15:26:00Z,0.7,7,5,93,24.6
2025-05-02T14:56:00Z,0.7,8,4.8,98,24.5
2025-05-02T14:26:00Z,0.7,8,4.8,91,24.4
2025-05-02T13:56:00Z,0.8,8,4.6,96,24.3
2025-05-02T13:26:00Z,0.8,8,4.8,90,24.2
2025-05-02T12:56:00Z,0.7,4,4.5,136,24.2
2025-05-02T12:26:00Z,0.8,8,4.6,100,24.1
2025-05-02T11:56:00Z,0.8,8,4.5,87,24.1
2025-05-02T11:26:00Z,0.8,8,4.3,96,24.2
2025-05-02T10:56:00Z,0.9,4,4.2,134,24.2
2025-05-02T10:26:00Z,0.9,4,4.2,121,24.2
2025-05-02T09:56:00Z,0.9,8,4.2,90,24.2
2025-05-02T09:26:00Z,0.9,4,4.1,128,24.2
2025-05-02T08:56:00Z,0.9,4,4.2,143,24.2
2025-05-02T08:26:00Z,0.9,4,4.1,132,24.2
2025-05-02T07:56:00Z,0.9,4,4.1,143,24.1
2025-05-02T07:26:00Z,1,4,4.2,142,24.1
2025-05-02T06:56:00Z,1,4,4.2,141,24.1
2025-05-02T06:26:00Z,1,4,4.1,136,24.1
2025-05-02T05:56:00Z,0.9,4,4.1,139,24.1
2025-05-02T05:26:00Z,1,4,4,134,24.1
2025-05-02T04:56:00Z,1,4,3.9,138,24.1
2025-05-02T04:26:00Z,1,4,3.8,148,24.1
2025-05-02T03:56:00Z,1,3,3.7,141,24.1
2025-05-02T03:26:00Z,0.9,8,3.9,89,24.1
2025-05-02T02:56:00Z,0.9,8,3.8,83,24.2
2025-05-02T02:26:00Z,0.9,3,3.6,135,24.2
2025-05-02T01:56:00Z,0.9,7,3.8,86,24.2
2025-05-02T01:26:00Z,0.9,8,4,91,24.3
2025-05-02T00:56:00Z,0.9,7,4.2,87,24.3
2025-05-02T00:26:00Z,0.9,8,4.1,87,24.3
2025-05-01T23:56:00Z,0.9,8,4,89,24.4
2025-05-01T23:26:00Z,0.8,7,3.9,93,24.4
2025-05-01T22:56:00Z,0.8,8,4.3,93,24.5
2025-05-01T22:26:00Z,0.8,8,4.2,86,24.5
2025-05-01T21:56:00Z,0.8,8,4.1,83,24.5
2025-05-01T21:26:00Z,0.8,8,4.3,82,24.5
2025-05-01T20:56:00Z,0.8,9,4.3,84,24.5
2025-05-01T20:26:00Z,0.8,8,4.3,82,24.5
2025-05-01T19:56:00Z,0.7,8,4.3,93,24.5
2025-05-01T19:26:00Z,0.7,8,4.2,89,24.5
2025-05-01T18:56:00Z,0.7,8,4.3,89,24.5
2025-05-01T18:26:00Z,0.8,8,4.5,90,24.5
2025-05-01T17:56:00Z,0.7,7,4.5,91,24.5
2025-05-01T17:26:00Z,0.7,8,4.5,87,24.4
2025-05-01T16:56:00Z,0.7,8,4.6,82,24.4
2025-05-01T16:26:00Z,0.7,8,4.7,82,24.4
2025-05-01T15:56:00Z,0.7,8,4.8,83,24.3
2025-05-01T15:26:00Z,0.7,7,4.6,93,24.3
2025-05-01T14:56:00Z,0.8,8,4.9,86,24.2
2025-05-01T14:26:00Z,0.8,8,5,84,24.2
2025-05-01T13:56:00Z,0.8,8,4.8,87,24.1
2025-05-01T13:26:00Z,0.8,7,4.5,86,24.1
2025-05-01T12:56:00Z,0.8,7,4.3,83,24.1
2025-05-01T12:26:00Z,0.8,8,4.6,83,24.1
2025-05-01T11:56:00Z,0.9,8,4.4,87,24.1
2025-05-01T11:26:00Z,0.9,8,4.3,79,24.1
2025-05-01T10:56:00Z,0.9,8,4.2,84,24.1
2025-05-01T10:26:00Z,0.9,8,4.4,80,24.1
2025-05-01T09:56:00Z,0.9,8,4.2,82,24.1
2025-05-01T09:26:00Z,0.9,4,4.3,131,24.1
2025-05-01T08:56:00Z,0.9,8,4.6,80,24.1
2025-05-01T08:26:00Z,0.9,8,4.4,84,24.1
2025-05-01T07:56:00Z,0.9,8,4.4,84,24.1
2025-05-01T07:26:00Z,0.9,8,4.5,84,24.1
2025-05-01T06:56:00Z,0.9,8,4.4,82,24.1
2025-05-01T06:26:00Z,0.9,8,4.4,80,24.1
2025-05-01T05:56:00Z,0.9,8,4.3,82,24.1
2025-05-01T05:26:00Z,0.8,8,4.4,79,24.1
2025-05-01T04:56:00Z,0.8,10,4.8,80,24.1
2025-05-01T04:26:00Z,0.8,8,4.8,76,24.1
2025-05-01T03:56:00Z,0.9,8,5,80,24
2025-05-01T03:26:00Z,0.8,7,4.7,86,24.1
2025-05-01T02:56:00Z,0.9,7,4.9,90,24.1
2025-05-01T02:26:00Z,0.9,8,4.8,83,24.1
2025-05-01T01:56:00Z,1,8,4.8,84,24.2
2025-05-01T01:26:00Z,1,8,4.8,86,24.2
2025-05-01T00:56:00Z,0.9,8,4.8,84,24.3
2025-05-01T00:26:00Z,1,8,4.7,83,24.3
2025-04-30T23:56:00Z,0.9,8,4.8,87,24.4
2025-04-30T22:56:00Z,0.9,8,5,87,24.5
2025-04-30T22:26:00Z,0.9,8,5.3,96,24.6
2025-04-30T21:56:00Z,0.9,8,5.1,87,24.6
2025-04-30T21:26:00Z,0.9,8,5.6,89,24.7
2025-04-30T20:56:00Z,0.8,8,5.5,89,24.7
2025-04-30T20:26:00Z,0.8,9,5.6,89,24.8
2025-04-30T19:56:00Z,0.9,8,5.8,90,24.8
2025-04-30T19:26:00Z,0.9,8,5.6,80,24.7
2025-04-30T18:56:00Z,0.9,8,5.7,89,24.8
2025-04-30T18:26:00Z,0.8,9,5.4,84,24.7
2025-04-30T17:56:00Z,0.8,8,5.3,84,24.5
2025-04-30T17:26:00Z,0.9,9,5.4,79,24.5
2025-04-30T16:56:00Z,0.9,8,5.3,86,24.3
2025-04-30T16:26:00Z,0.9,8,5.2,82,24.2
2025-04-30T15:56:00Z,0.9,9,5.1,83,24.1
2025-04-30T15:26:00Z,1,8,5,77,24
2025-04-30T14:56:00Z,1,8,5,84,24
2025-04-30T14:26:00Z,1,8,5,90,24
2025-04-30T13:56:00Z,1,8,5,89,23.9
2025-04-30T13:26:00Z,1,8,5,83,23.9
2025-04-30T12:56:00Z,1,6,5,90,23.9
2025-04-30T12:26:00Z,1.1,7,5.2,94,23.9
2025-04-30T11:56:00Z,1.1,8,5.2,79,23.9
2025-04-30T11:26:00Z,1.1,7,5.1,91,23.9
2025-04-30T10:56:00Z,1,8,5,93,24
2025-04-30T10:26:00Z,1.1,8,5.3,91,24
2025-04-30T09:56:00Z,1.1,7,5.2,84,24
2025-04-30T09:26:00Z,1.1,8,5.2,84,24
2025-04-30T08:56:00Z,1.1,8,5.2,91,24
2025-04-30T08:26:00Z,1.1,8,5.2,86,24
2025-04-30T07:56:00Z,1.1,8,4.9,89,24
2025-04-30T07:26:00Z,1.1,8,5,84,24
2025-04-30T06:56:00Z,1.1,8,4.9,91,24
2025-04-30T06:26:00Z,1.1,8,4.9,94,24
2025-04-30T05:56:00Z,1.1,8,4.8,90,24
2025-04-30T05:26:00Z,1.1,8,4.8,90,24
2025-04-30T04:56:00Z,1.1,8,4.8,89,24
2025-04-30T04:26:00Z,1,8,4.8,89,24
2025-04-30T03:56:00Z,1.1,8,4.8,86,24
2025-04-30T03:26:00Z,1.1,8,4.6,94,24
2025-04-30T02:56:00Z,1.1,7,4.8,90,24
2025-04-30T02:26:00Z,1.1,8,4.6,89,24.1
2025-04-30T01:56:00Z,1.1,8,4.8,90,24.1
2025-04-30T01:26:00Z,1.2,8,4.8,89,24.2
2025-04-30T00:56:00Z,1.3,8,4.7,89,24.2
2025-04-30T00:26:00Z,1.2,8,4.8,89,24.2
2025-04-29T23:56:00Z,1.2,8,4.8,89,24.2
2025-04-29T23:26:00Z,1.2,8,5,86,24.3
2025-04-29T22:56:00Z,1.2,8,5.1,93,24.3
2025-04-29T22:26:00Z,1.2,6,5.1,97,24.3
2025-04-29T21:56:00Z,1.2,8,5.2,89,24.4
2025-04-29T21:26:00Z,1.2,7,5.2,91,24.4
2025-04-29T20:56:00Z,1.3,8,5.3,86,24.4
2025-04-29T20:26:00Z,1.2,8,5.2,93,24.4
2025-04-29T19:56:00Z,1.2,8,5.2,89,24.4
2025-04-29T19:26:00Z,1.2,7,5.4,89,24.4
2025-04-29T18:56:00Z,1.2,7,5.4,91,24.4
2025-04-29T17:56:00Z,1.1,7,5.3,87,24.4
2025-04-29T17:26:00Z,1.2,8,5.5,91,24.3
2025-04-29T16:56:00Z,1.2,8,5.3,86,24.2
2025-04-29T16:26:00Z,1.2,9,5.2,79,24.2
2025-04-29T15:56:00Z,1.2,8,5.2,82,24.1
2025-04-29T15:26:00Z,1.3,7,5.2,79,24
2025-04-29T14:56:00Z,1.3,8,5.3,80,24
2025-04-29T14:26:00Z,1.3,7,5,79,24
2025-04-29T13:56:00Z,1.4,8,5.2,72,24
2025-04-29T13:26:00Z,1.4,6,4.9,82,24
2025-04-29T12:56:00Z,1.4,7,5,76,24
2025-04-29T12:26:00Z,1.5,7,4.9,77,24
2025-04-29T11:56:00Z,1.5,7,5.1,73,24
2025-04-29T11:26:00Z,1.6,7,5,80,24
2025-04-29T10:56:00Z,1.6,7,5.3,73,24
2025-04-29T10:26:00Z,1.6,7,5.1,84,24
2025-04-29T09:56:00Z,1.8,7,5.3,79,24
2025-04-29T09:26:00Z,1.7,7,5.2,80,24
2025-04-29T08:56:00Z,1.8,7,5.3,89,24
2025-04-29T08:26:00Z,1.7,8,5.3,76,24
2025-04-29T07:56:00Z,1.7,6,5.3,80,24
2025-04-29T07:26:00Z,1.6,8,5.1,68,24.1
2025-04-29T06:56:00Z,1.6,8,5.1,75,24.1
2025-04-29T06:26:00Z,1.4,8,5,75,24.1
2025-04-29T05:56:00Z,1.4,9,5,76,24.1
2025-04-29T05:26:00Z,1.3,8,4.9,73,24.1
2025-04-29T04:56:00Z,1.2,8,5,72,24.1
2025-04-29T04:26:00Z,1.1,9,5.3,75,24.1
2025-04-29T03:56:00Z,1.1,9,5.6,77,24.1
2025-04-29T03:26:00Z,1,9,5.4,69,24.1
2025-04-29T02:56:00Z,1,9,5.3,68,24.1
2025-04-29T02:26:00Z,1.1,9,5.9,66,24.1
2025-04-29T01:56:00Z,1.1,8,5.6,70,24
2025-04-29T01:26:00Z,1,8,5.2,80,24
2025-04-29T00:56:00Z,1.1,8,5.4,73,24.1
2025-04-29T00:26:00Z,1,8,5,80,24.1
2025-04-28T23:56:00Z,1,8,5.1,82,24.1
2025-04-28T23:26:00Z,1,9,5.1,70,24.1
2025-04-28T22:56:00Z,1.1,9,5,63,24.1
2025-04-28T22:26:00Z,1.1,8,5.1,76,24.1
2025-04-28T21:56:00Z,1.1,8,5,75,24.2
2025-04-28T21:26:00Z,1.1,8,4.9,68,24.2
2025-04-28T20:56:00Z,1.1,7,5.1,68,24.2
2025-04-28T20:26:00Z,1.1,8,4.7,65,24.2
2025-04-28T19:56:00Z,1.1,8,4.9,65,24.2
2025-04-28T19:26:00Z,1.1,8,4.9,70,24.2
2025-04-28T18:56:00Z,1.1,8,4.7,77,24.2
2025-04-28T18:26:00Z,1.1,8,4.8,80,24.2
2025-04-28T17:56:00Z,1.1,8,4.7,62,24.2
2025-04-28T17:26:00Z,1.1,8,4.5,77,24.2
2025-04-28T16:56:00Z,1.1,8,4.5,70,24.1
2025-04-28T16:26:00Z,1.1,6,4.4,44,24
2025-04-28T15:56:00Z,1,9,4.5,73,23.9
2025-04-28T15:26:00Z,1,9,5,77,23.9
2025-04-28T14:56:00Z,0.9,6,5.6,39,24.1
2025-04-28T14:26:00Z,0.9,6,5.6,38,24.2
2025-04-28T13:56:00Z,1,6,5.8,48,24.1
2025-04-28T13:26:00Z,0.9,9,5.8,84,24
2025-04-28T12:56:00Z,0.9,9,5.8,79,24
2025-04-28T12:26:00Z,0.9,6,5.7,39,24
2025-04-28T11:56:00Z,0.9,8,5.6,83,24
2025-04-28T11:26:00Z,0.9,9,5.5,87,23.9
2025-04-28T10:56:00Z,0.9,6,5.7,46,24
2025-04-28T10:26:00Z,0.9,8,5.5,87,24
2025-04-28T09:56:00Z,0.9,5,5.4,35,24.1
2025-04-28T09:26:00Z,0.9,8,5.4,91,24.1
2025-04-28T08:56:00Z,1,8,5.4,79,24.2
2025-04-28T08:26:00Z,0.9,8,5.4,91,24.2
2025-04-28T07:56:00Z,0.8,8,5.4,82,24.3
2025-04-28T07:26:00Z,0.8,8,6,86,24.2
2025-04-28T06:56:00Z,0.7,8,6.3,83,24.3
2025-04-28T06:26:00Z,0.7,8,6.2,84,24.3
2025-04-28T05:56:00Z,0.7,8,6.1,89,24.3
2025-04-28T05:26:00Z,0.7,9,6.1,94,24.2
2025-04-28T04:56:00Z,0.7,9,5.9,84,24.2
2025-04-28T04:26:00Z,0.7,9,6,91,24.2
2025-04-28T03:56:00Z,0.7,10,6,83,24.2
2025-04-28T03:26:00Z,0.7,9,5.7,91,24.2
2025-04-28T02:56:00Z,0.7,9,5.8,87,24.2
2025-04-28T02:26:00Z,0.8,10,5.9,86,24.2
2025-04-28T01:56:00Z,0.7,9,5.3,89,24.2
2025-04-28T01:26:00Z,0.7,9,5.1,101,24.2
2025-04-28T00:56:00Z,0.8,9,5.5,91,24.3
2025-04-28T00:26:00Z,0.8,9,5.5,91,24.3
2025-04-27T23:56:00Z,0.8,9,5.2,100,24.3
2025-04-27T23:26:00Z,0.8,8,5.3,100,24.5
2025-04-27T22:56:00Z,0.8,9,5.1,89,24.8
2025-04-27T22:26:00Z,0.7,9,5.3,93,24.9
2025-04-27T21:56:00Z,0.8,9,5.8,89,25
2025-04-27T21:26:00Z,0.8,8,5.9,96,24.9
2025-04-27T20:56:00Z,0.7,9,6,89,25.1
2025-04-27T20:26:00Z,0.8,8,6.8,97,25.3
2025-04-27T19:56:00Z,0.7,9,6.7,93,25.3
2025-04-27T19:26:00Z,0.8,8,6.8,96,25.1
2025-04-27T18:56:00Z,0.8,8,6.8,100,25.2
2025-04-27T18:26:00Z,0.8,9,7,94,25.4
2025-04-27T17:56:00Z,0.7,9,6.8,98,25.3
2025-04-27T17:26:00Z,0.7,9,6.5,89,25.2
2025-04-27T16:56:00Z,0.8,8,6.6,98,24.9
2025-04-27T16:26:00Z,0.7,10,6.6,94,24.8
2025-04-27T15:56:00Z,0.7,9,6,96,24.4
2025-04-27T15:26:00Z,0.7,10,5.8,103,24
2025-04-27T14:56:00Z,0.8,10,5.9,90,23.9
2025-04-27T14:26:00Z,0.8,9,5.5,96,23.8
2025-04-27T13:56:00Z,0.8,10,5.2,84,23.7
2025-04-27T13:26:00Z,0.8,10,5.2,87,23.7
2025-04-27T12:56:00Z,0.9,9,4.7,91,23.7
2025-04-27T12:26:00Z,0.9,9,4.9,90,23.7
2025-04-27T11:56:00Z,0.9,9,4.5,96,23.6
2025-04-27T11:26:00Z,1,9,4.8,87,23.6
2025-04-27T10:56:00Z,1,10,4.8,80,23.6
2025-04-27T10:26:00Z,1,9,4.6,86,23.6
2025-04-27T09:56:00Z,1,10,4.8,82,23.6
2025-04-27T09:26:00Z,1,9,4.5,89,23.6
2025-04-27T08:56:00Z,1,8,4.5,90,23.7
2025-04-27T08:26:00Z,1,8,4.6,91,23.7
2025-04-27T07:56:00Z,1.1,9,4.9,87,23.7
2025-04-27T07:26:00Z,1,9,4.5,94,23.7
2025-04-27T06:56:00Z,1.1,10,4.5,82,23.7
2025-04-27T06:26:00Z,1,9,4.7,86,23.8
2025-04-27T05:56:00Z,1.1,9,4.6,89,23.8
2025-04-27T05:26:00Z,1,8,4.5,89,23.8
2025-04-27T04:56:00Z,1,9,4.7,90,23.8
2025-04-27T04:26:00Z,1,11,4.5,84,23.8
2025-04-27T03:56:00Z,1,9,4.5,75,23.9
2025-04-27T03:26:00Z,0.9,10,4.8,89,24
2025-04-27T02:56:00Z,0.9,10,4.8,89,24
2025-04-27T02:26:00Z,0.9,10,5.3,80,24
2025-04-27T01:56:00Z,0.9,9,4.8,86,24
2025-04-27T01:26:00Z,0.9,11,4.9,86,24.1
2025-04-27T00:56:00Z,0.9,10,5,83,24.1
2025-04-27T00:26:00Z,0.8,11,5,94,24.1
2025-04-26T23:56:00Z,0.9,11,5.2,84,24.1
2025-04-26T23:26:00Z,0.9,11,5.3,80,24.2
2025-04-26T22:56:00Z,0.9,9,4.9,86,24.2
2025-04-26T22:26:00Z,0.9,10,5.1,87,24.3
2025-04-26T21:56:00Z,0.8,10,5,90,24.3
2025-04-26T21:26:00Z,0.9,9,5.2,86,24.3
2025-04-26T20:56:00Z,0.9,9,5.2,89,24.3
2025-04-26T20:26:00Z,0.8,10,5,86,24.3
2025-04-26T19:56:00Z,0.8,8,4.9,97,24.3
2025-04-26T19:26:00Z,0.9,9,5.1,89,24.3
2025-04-26T18:56:00Z,0.9,9,5.7,89,24.2
2025-04-26T18:26:00Z,0.9,9,5.8,91,24.3
2025-04-26T17:56:00Z,0.8,9,5.7,89,24.2
2025-04-26T17:26:00Z,0.8,10,5.8,82,24.2
2025-04-26T16:56:00Z,0.8,9,5.9,89,24.1
2025-04-26T16:26:00Z,0.8,9,6.2,86,24.1
2025-04-26T15:56:00Z,0.9,10,6.4,86,24
2025-04-26T15:26:00Z,0.8,10,6.2,93,24
2025-04-26T14:56:00Z,0.9,10,6.4,84,23.9
2025-04-26T14:26:00Z,0.8,9,6,90,23.9
2025-04-26T13:56:00Z,0.8,10,6,89,23.8
2025-04-26T13:26:00Z,0.8,10,5.7,87,23.7
2025-04-26T12:56:00Z,0.9,9,5.7,84,23.7
2025-04-26T12:26:00Z,0.9,9,5.3,76,23.7
2025-04-26T11:56:00Z,0.9,9,5.6,77,23.7
2025-04-26T11:26:00Z,0.9,9,5.2,87,23.7
2025-04-26T10:56:00Z,0.9,9,5,84,23.7
2025-04-26T10:26:00Z,1,9,5,80,23.7
2025-04-26T09:56:00Z,1,9,5.2,86,23.7
2025-04-26T09:26:00Z,1,9,5,83,23.7
2025-04-26T08:56:00Z,1,9,4.8,89,23.7
2025-04-26T08:26:00Z,0.9,8,4.8,89,23.7
2025-04-26T07:56:00Z,1,9,4.9,90,23.7
2025-04-26T07:26:00Z,1,8,5.1,84,23.7
2025-04-26T06:56:00Z,1,8,5.3,87,23.7
2025-04-26T06:26:00Z,0.9,9,5.2,90,23.7
2025-04-26T05:56:00Z,0.9,9,5.3,83,23.8
2025-04-26T05:26:00Z,0.9,9,5.6,84,23.8
2025-04-26T04:56:00Z,0.8,9,5.3,90,23.8
2025-04-26T04:26:00Z,0.8,9,5.5,89,23.8
2025-04-26T03:56:00Z,0.8,9,5.5,89,23.9
2025-04-26T03:26:00Z,0.8,9,5.4,80,23.9
2025-04-26T02:56:00Z,0.8,10,5.9,84,24
2025-04-26T02:26:00Z,0.8,9,5.6,86,24
2025-04-26T01:56:00Z,0.8,9,5.6,84,24.1
2025-04-26T01:26:00Z,0.8,9,5.7,86,24.1
2025-04-26T00:56:00Z,0.8,9,5.9,84,24.1
2025-04-26T00:26:00Z,0.8,9,5.6,87,24.1
2025-04-25T23:56:00Z,0.8,10,5.5,83,24.2
2025-04-25T23:26:00Z,0.8,9,5.4,82,24.2
2025-04-25T22:56:00Z,0.9,9,5.4,89,24.2
2025-04-25T22:26:00Z,0.9,9,5.6,84,24.3
2025-04-25T21:56:00Z,0.9,9,5.3,87,24.3
2025-04-25T21:26:00Z,0.9,9,5.6,89,24.4
2025-04-25T20:56:00Z,0.9,9,5.6,84,24.4
2025-04-25T20:26:00Z,0.9,9,5.5,90,24.5
2025-04-25T19:56:00Z,0.9,9,5.8,89,24.4
2025-04-25T19:26:00Z,0.9,8,5.4,90,24.3
2025-04-25T18:56:00Z,0.9,8,5.4,91,24.3
2025-04-25T18:26:00Z,0.9,9,5.5,89,24.2
2025-04-25T17:56:00Z,0.9,9,5.5,91,24.2
2025-04-25T17:26:00Z,0.9,8,5.7,86,24.1
2025-04-25T16:56:00Z,0.9,9,5.6,87,24
2025-04-25T16:26:00Z,0.8,9,5.4,91,23.9
2025-04-25T15:56:00Z,0.9,10,5.6,89,23.9
2025-04-25T15:26:00Z,0.8,9,5.2,93,23.8
2025-04-25T14:56:00Z,0.9,9,5.5,93,23.7
2025-04-25T14:26:00Z,0.8,8,5.1,84,23.7
2025-04-25T13:56:00Z,0.9,9,5.2,90,23.7
2025-04-25T13:26:00Z,0.9,9,5.2,90,23.7
